CODE,REGION,PROVINCIA,DISTRITO,NOMBRE DEL RECURSO,CATEGORIA,TIPO_DE_CATEGORIA,SUB_TIPO_CATEGORIA,URL,LATITUD,LONGITUD,REGION_GEOGRAFICA
2742,AREQUIPA,CARAVELI,ATIQUIPA,Complejo Arqueologico Quebrada De La Waca O Puerto Inka,MANIFESTACIONES CULTURALES,SITIOS ARQUEOLOGICOS,Zonas arqueológicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2742,-74.31025466910734,-15.83981674565124,0
2743,AREQUIPA,CAYLLOMA,MACA,Iglesia Santa Ana De Maca,MANIFESTACIONES CULTURALES,ARQUITECTURA Y ESPACIOS URBANOS,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2743,-71.76826894283295,-15.64066840259628,0
2744,AREQUIPA,AREQUIPA,AREQUIPA,Casa Tristan Del Pozo,MANIFESTACIONES CULTURALES,ARQUITECTURA Y ESPACIOS URBANOS,Casa de Valor Arquitectónico,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2744,-71.53600037097931,-16.39808925879565,0
11911,AREQUIPA,CARAVELI,CARAVELI,Bosque Seco De Huarangos,SITIOS NATURALES,ZONAS PAISAJISTICAS,Bosques,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11911,-73.3429902584754,-15.778057622432785,0
2747,AREQUIPA,CARAVELI,BELLA UNION,Museo Paleontologico De Sacaco,MANIFESTACIONES CULTURALES,MUSEOS Y OTROS,Museos de sitio,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2747,-74.73237230555725,-15.544557700434707,0
2754,AREQUIPA,CAYLLOMA,SIBAYO,Río Colca -  Sector Sibayo,SITIOS NATURALES,CORRIENTES DE AGUA,Ríos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2754,-71.454831,-15.484626,0
2761,AREQUIPA,CARAVELI,CARAVELI,Complejo Arqueológico La Huarca,MANIFESTACIONES CULTURALES,SITIOS ARQUEOLOGICOS,Zonas arqueológicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2761,-73.31279313161639,-15.812999999999988,0
2763,AREQUIPA,CARAVELI,CARAVELI,Complejo Arqueológico De Kukuli,MANIFESTACIONES CULTURALES,SITIOS ARQUEOLOGICOS,Zonas arqueológicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2763,-73.31166713428495,-15.853781543671214,0
2764,AREQUIPA,AREQUIPA,YANAHUARA,Iglesia San Juan Bautista De Yanahuara,MANIFESTACIONES CULTURALES,ARQUITECTURA Y ESPACIOS URBANOS,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2764,-71.54198437929153,-16.387773404245355,0
12996,PUNO,MOHO,MOHO,Cerro Mirador Natural De Cruzpata,SITIOS NATURALES,ZONAS PAISAJISTICAS,Miradores naturales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12996,-69.50677987762451,-15.348273510755382,1
2766,AREQUIPA,CASTILLA,APLAO,Parque Jurásico De Querulpa,SITIOS NATURALES,OTROS,Lugares paleontológicos(Fósiles),https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2766,-72.48872833596799,-16.161065207658567,0
2768,AREQUIPA,AREQUIPA,QUEQUENA,Casa Museo De Sitio Heroes Y Martires De Quequeña,MANIFESTACIONES CULTURALES,MUSEOS Y OTROS,Museos de sitio,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2768,-71.45163,-16.55793,0
2770,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,Carnavales Chuquibambinos,ACONTECIMIENTOS PROGRAMADOS,FIESTAS,"Fiestas Tradicionales(Herranza, carnavales, otros)",https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2770,-72.6543,-15.8398,0
2771,PUNO,LAMPA,SANTA LUCIA,Laguna Lagunillas,SITIOS NATURALES,CUERPO DE AGUA,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2771,-70.67951202392578,-15.757892806176326,1
12542,PUNO,MOHO,MOHO,Danza Suni Kullagua De Huayrapata,FOLCLORE,MUSICAS Y DANZAS,Música y Danzas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12542,,,1
2774,AREQUIPA,AREQUIPA,AREQUIPA,Pelea De Toros De Arequipa,FOLCLORE,CREENCIAS POPULARES,Tradiciones,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2774,-71.5379,-16.401,0
2775,AREQUIPA,AREQUIPA,AREQUIPA,Iglesia Santa Marta,MANIFESTACIONES CULTURALES,ARQUITECTURA Y ESPACIOS URBANOS,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2775,-71.53079152107239,-16.39808925879565,0
2776,AREQUIPA,AREQUIPA,AREQUIPA,Iglesia Y Convento La Merced,MANIFESTACIONES CULTURALES,ARQUITECTURA Y ESPACIOS URBANOS,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2776,-71.53863966464996,-16.401532043973877,0
2781,LIMA,LIMA,LURIN,Santuario Arqueológico Pachacamac  ,MANIFESTACIONES CULTURALES,SITIOS ARQUEOLOGICOS,Zonas arqueológicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2781,-76.90552483068848,-12.256733999999987,0
2786,LIMA,LIMA,LURIN,Catedral San Pedro De Lurín,MANIFESTACIONES CULTURALES,ARQUITECTURA Y ESPACIOS URBANOS,Catedral,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2786,-76.86849575826648,-12.273708450830274,0
2787,HUANUCO,HUANUCO,HUANUCO,Festividad Del Señor De Burgos,ACONTECIMIENTOS PROGRAMADOS,FIESTAS,Fiestas religiosas-patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2787,-76.2405,-9.92703,1
2788,LIMA,LIMA,LURIN,Mirador Turístico Julio C. Tello,MANIFESTACIONES CULTURALES,ARQUITECTURA Y ESPACIOS URBANOS,Miradores,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2788,-76.894098,-12.245822,0
2796,LIMA,LIMA,LURIN,Chicharrones De Lurín,FOLCLORE,GASTRONOMIA,Platos Típicos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2796,-76.8848,-12.2688,0
2797,LIMA,LIMA,LURIN,Semana Santa De Lurín,ACONTECIMIENTOS PROGRAMADOS,FIESTAS,Fiestas religiosas-patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2797,-76.8848,-12.2688,0
2805,LIMA,LIMA,LURIN,Playa San Pedro,SITIOS NATURALES,COSTAS,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2805,-76.89858900000002,-12.276438,0
2806,LIMA,LIMA,LURIN,Danza De Las Pallas De Lurín ,FOLCLORE,MUSICAS Y DANZAS,Música y Danzas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2806,,,0
11081,LIMA,LIMA,LURIN,Festividad De San Pedro De Lurin,ACONTECIMIENTOS PROGRAMADOS,FIESTAS,Fiestas religiosas-patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11081,,,0
12361,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES DORREGARAY,Fiesta En Honor A San Jóse Y Virgen De Las Mercedes,ACONTECIMIENTOS PROGRAMADOS,FIESTAS,Fiestas religiosas-patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12361,,,1
2813,AYACUCHO,HUANTA,LURICOCHA,Cañon De Huatuscalle,SITIOS NATURALES,CANONES,Cañones,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2813,-74.296867,-12.841823,1
12360,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES DORREGARAY,Valle De Santiago De Huatatas,SITIOS NATURALES,VALLES,Valles,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12360,-74.19521429905875,-13.156494362774882,1
2826,AREQUIPA,CARAVELI,CAHUACHO,Zona De Reserva Y Conservación Municipal Los Altos De Caravelí,SITIOS NATURALES,AREAS PROTEGIDAS,Zonas Reservadas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2826,-73.46858485774993,-15.590545299225289,0
2827,AREQUIPA,CARAVELI,CARAVELI,Festividad De La Virgen Del Buen Paso,ACONTECIMIENTOS PROGRAMADOS,FIESTAS,Fiestas religiosas-patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2827,-73.3682,-15.7728,0
2829,AREQUIPA,CARAVELI,CARAVELI,Paisaje Cultural Petroglifos De Ananta,MANIFESTACIONES CULTURALES,SITIOS ARQUEOLOGICOS,Petroglifos (Grabados en piedra),https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2829,-73.33347206878658,-15.789458374308138,0
2836,CAJAMARCA,SAN MIGUEL,CATILLUC,Ventanillas O Necropolis De San Mateo De Quilcate,MANIFESTACIONES CULTURALES,SITIOS ARQUEOLOGICOS,Cementerios,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2836,-78.738716,-6.81288,1
2837,AREQUIPA,AREQUIPA,CAYMA,Iglesia Del Señor De La Caña,MANIFESTACIONES CULTURALES,ARQUITECTURA Y ESPACIOS URBANOS,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2837,-71.550173163414,-16.39210926899151,0
2844,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,Campiña De Chuquibamba,SITIOS NATURALES,ZONAS PAISAJISTICAS,Camino Pintoresco,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2844,-72.652583,-15.833924,0
12359,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES DORREGARAY,Casona Colonial Yanamilla,MANIFESTACIONES CULTURALES,ARQUITECTURA Y ESPACIOS URBANOS,Casona,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12359,-74.19184126311659,-13.1433731609537,1
12358,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES DORREGARAY,Feria De Todos Los Santos ,ACONTECIMIENTOS PROGRAMADOS,EVENTOS,Ferias (no Artesanales),https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12358,,,1
12470,PUNO,CHUCUITO,ZEPITA,Arte Rupestre De Chusecani,MANIFESTACIONES CULTURALES,SITIOS ARQUEOLOGICOS,Pintura Rupestre,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12470,-69.2702724,-16.5921655,1
12357,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES DORREGARAY,Fiesta Patronal En Honor A Santa Elena,ACONTECIMIENTOS PROGRAMADOS,FIESTAS,Fiestas religiosas-patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12357,,,1
12356,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES DORREGARAY,Fiesta Patronal Del Señor De Amancaes Y La Virgen Dolorosa,ACONTECIMIENTOS PROGRAMADOS,FIESTAS,Fiestas religiosas-patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12356,,,1
12541,PUNO,MOHO,MOHO,Danza Quena Quena De Moho,FOLCLORE,MUSICAS Y DANZAS,Música y Danzas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12541,,,1
12610,AYACUCHO,LA MAR,UNION PROGRESO,Mirador Natural Guindalo,SITIOS NATURALES,ZONAS PAISAJISTICAS,Miradores naturales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12610,-73.533795,-12.9418,1
2869,HUANUCO,PUERTO INCA,PUERTO INCA,Balneario La Cooperativa Pintuyacu,SITIOS NATURALES,CORRIENTES DE AGUA,Ríos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2869,-74.96589124202728,-9.362114638772288,1
2872,HUANUCO,PUERTO INCA,PUERTO INCA,Balneario La Viuda,SITIOS NATURALES,QUEBRADAS,Quebradas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2872,-74.91655,-9.365813,1
12991,PUNO,MOHO,MOHO,Festividad Señor De La Exaltacion De Moho,ACONTECIMIENTOS PROGRAMADOS,FIESTAS,Fiestas religiosas-patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12991,,,1
2880,LA LIBERTAD,OTUZCO,SALPO,Complejo Arqueológico Cerro Shamana,SITIOS NATURALES,MONTANAS,Cerros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2880,-78.63630652427,-8.07392079581,0
2882,HUANUCO,LAURICOCHA,JESUS,Sitio Arqueológico De Chiquia,MANIFESTACIONES CULTURALES,SITIOS ARQUEOLOGICOS,Templos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2882,-76.620975,-10.114284,1
2887,HUANUCO,LAURICOCHA,JESUS,Sitio Arqueológico De Kenac,MANIFESTACIONES CULTURALES,SITIOS ARQUEOLOGICOS,Templos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2887,-76.63833513034388,-10.080059354071256,1
2893,ANCASH,ASUNCION,CHACAS,Danza Kiyaya,FOLCLORE,MUSICAS Y DANZAS,Música y Danzas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2893,-77.3695,-9.16247,0
2900,ANCASH,BOLOGNESI,CHIQUIAN,Danza Los Negritos De Chiquián,FOLCLORE,MUSICAS Y DANZAS,Música y Danzas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2900,-77.1588,-10.1519,0
2902,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,Wallpa Danza,FOLCLORE,MUSICAS Y DANZAS,Música y Danzas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2902,-77.3332,-9.09342,0
2904,ANCASH,BOLOGNESI,PACLLON,Nevado Yerupaja,SITIOS NATURALES,MONTANAS,Nevado,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2904,-76.90567016601562,-10.267627361917446,0
2906,ANCASH,BOLOGNESI,HUALLANCA,Fósil Huellas De Dinosaurios,SITIOS NATURALES,OTROS,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2906,-77.04937867165671,-9.80341265794517,0
2909,ANCASH,CARHUAZ,CARHUAZ,Danza Los Huanquillas (Wankillas) De Pariacaca,FOLCLORE,MUSICAS Y DANZAS,Música y Danzas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2909,-77.6472,-9.28075,0
2911,PUNO,HUANCANE,HUANCANE,Festividad De La Santísima Cruz De Mayo,ACONTECIMIENTOS PROGRAMADOS,FIESTAS,Fiestas religiosas-patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2911,-69.7615,-15.2019,1
2914,LA LIBERTAD,OTUZCO,SINSICAP,Fiesta Patronal De La Santísima Virgen De La Visitación,ACONTECIMIENTOS PROGRAMADOS,FIESTAS,"Fiestas Tradicionales(Herranza, carnavales, otros)",https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2914,-79.0028,-8.08213,0
2917,ANCASH,HUARI,SAN MARCOS,Mirador Natural Shayhua,SITIOS NATURALES,ZONAS PAISAJISTICAS,Miradores naturales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2917,-77.15159468116762,-9.5215930287345,0
2920,ANCASH,AIJA,AIJA,Danza Los Negritos De Plata Ó Qellee Negro,FOLCLORE,MUSICAS Y DANZAS,Música y Danzas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2920,-77.6115,-9.78212,0
2921,HUANUCO,PACHITEA,UMARI,Bosque Monte Potrero,SITIOS NATURALES,ZONAS PAISAJISTICAS,Bosques,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2921,-76.05544199999997,-9.89769,1
2926,AREQUIPA,CASTILLA,URACA,Bodega La Barrera,REALIZACIONES TECNICAS CIENTIFICAS Y ARTISTICAS CONTEMPORANEAS,EXPLOTACIONES INDUSTRIALES,"Bodegas de pisco, vinos y/u otros licores",https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2926,-72.481563,-16.215049,0
2928,AREQUIPA,CAMANA,QUILCA,Playa La Miel,SITIOS NATURALES,COSTAS,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2928,-72.44472689814751,-16.704269966320922,0
2930,AREQUIPA,CAMANA,QUILCA,Caleta De Quilca,SITIOS NATURALES,COSTAS,Caletas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2930,-72.43498022341765,-16.71523448615521,0
2931,AREQUIPA,CAMANA,MARISCAL CACERES,Humedal El Chiflon,SITIOS NATURALES,CUERPO DE AGUA,Humedales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2931,-72.771453,-16.626548,0
12995,PUNO,MOHO,MOHO,Cerro Mirador Natural De Queahuani ,SITIOS NATURALES,ZONAS PAISAJISTICAS,Miradores naturales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12995,-69.551241,-15.357355,1
2934,AREQUIPA,CAMANA,MARISCAL CACERES,Valle Del Rio Camana,SITIOS NATURALES,VALLES,Valles,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2934,-72.751087,-16.617276,0
12064,AREQUIPA,CARAVELI,CARAVELI,Mirador Alto De Calpa - La Capilla,SITIOS NATURALES,ZONAS PAISAJISTICAS,Miradores naturales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12064,-73.41387002658841,-15.848683037410972,0
2937,AREQUIPA,CAMANA,JOSE MARIA QUIMPER,Bodeguillas De Huacapuy,MANIFESTACIONES CULTURALES,SITIOS ARQUEOLOGICOS,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2937,-72.75078,-16.613013,0
2938,AREQUIPA,CAMANA,QUILCA,Pueblo De Quilca,MANIFESTACIONES CULTURALES,PUEBLOS,Históricos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2938,-72.42547988891602,-16.71679639631488,0
12617,PUNO,PUNO,ACORA,Playa Yayisani De Socca,SITIOS NATURALES,COSTAS,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12617,-69.69692820877198,-15.91030151456404,1
12313,AREQUIPA,CAMANA,JOSE MARIA QUIMPER,Mirador Del Inca,SITIOS NATURALES,ZONAS PAISAJISTICAS,Miradores naturales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12313,-72.73373619623617,-16.588152897937142,0
2944,AREQUIPA,CAMANA,QUILCA,Valle Del Rio Quilca,SITIOS NATURALES,VALLES,Valles,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2944,-72.42517679929733,-16.71715860439484,0
2946,AREQUIPA,CAMANA,QUILCA,Caleta De Arantas,SITIOS NATURALES,COSTAS,Caletas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2946,-72.32817,-16.7942,0
2947,AREQUIPA,CAMANA,SAMUEL PASTOR,Playa  Las Cuevas,SITIOS NATURALES,COSTAS,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2947,-72.614863,-16.664299,0
2955,SAN MARTIN,SAN MARTIN,TARAPOTO,Parque Suchiche,MANIFESTACIONES CULTURALES,ARQUITECTURA Y ESPACIOS URBANOS,Parques,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2955,-76.35822504662701,-6.485044601873346,2
13118,PUNO,CARABAYA,MACUSANI,Festival De Danzas Allinqhapaq Raymi,ACONTECIMIENTOS PROGRAMADOS,EVENTOS,Festivales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13118,,,1
12513,AYACUCHO,LUCANAS,CARMEN SALCEDO,Huellas Fósiles De Camélidos Sudamericanos En Andamarca  ,SITIOS NATURALES,OTROS,Lugares paleontológicos(Fósiles),https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12513,-73.962664,-14.390863,1
12471,PUNO,CHUCUITO,ZEPITA,Sitio Arqueologico De Ichucollo ,MANIFESTACIONES CULTURALES,SITIOS ARQUEOLOGICOS,Zonas arqueológicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12471,-69.2736769,-16.5594314,1
2969,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,Puente De Piedra Calicanto,MANIFESTACIONES CULTURALES,ARQUITECTURA Y ESPACIOS URBANOS,Puentes,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2969,-78.84528,-6.99917,1
2972,ANCASH,RECUAY,RECUAY,Pueblo De Recuay,MANIFESTACIONES CULTURALES,PUEBLOS,Tradicionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2972,-77.45630360000001,-9.722118199999999,0
2973,ANCASH,HUARAZ,INDEPENDENCIA,Quebrada Quilcayhuanca,SITIOS NATURALES,QUEBRADAS,Quebradas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2973,-77.416159,-9.497661,0
2974,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,Cascadas De Tamushal - Alto Shilcayo,SITIOS NATURALES,CAIDAS DE AGUA,Cascadas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2974,-76.334655,-6.43950838,2
2975,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,Mirador Natural Alto Shilcayo,SITIOS NATURALES,ZONAS PAISAJISTICAS,Miradores naturales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2975,-76.32835149765015,-6.44987318142978,2
2977,ANCASH,YUNGAY,RANRAHIRCA,Museo De Arqueología E Historia Natural De Yungay-Ranrahirca,MANIFESTACIONES CULTURALES,MUSEOS Y OTROS,Museos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2977,-77.7222878108368,-9.173025815378134,0
2978,CAJAMARCA,SAN MIGUEL,CATILLUC,Aguas Termales De Baños De Quilcate,SITIOS NATURALES,AGUA TERMOMINERAL,Ojos de agua,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2978,-78.740192,-6.827417,1
2980,ANCASH,CARHUAZ,MARCARA,Comunidad De Vicos,MANIFESTACIONES CULTURALES,PUEBLOS,Tradicionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2980,-77.55332440137863,-9.32846034827403,0
2989,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,Mirador Ahuashiyacu,SITIOS NATURALES,ZONAS PAISAJISTICAS,Miradores naturales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2989,-76.30627752255633,-6.463321979177202,2
3001,CAJAMARCA,CHOTA,CONCHAN,Chullpa De Chetilla,MANIFESTACIONES CULTURALES,SITIOS ARQUEOLOGICOS,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=3001,-78.65558399999998,-6.444005,1
3010,PIURA,SECHURA,VICE,Playa San Pedro,SITIOS NATURALES,COSTAS,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=3010,-80.90711832046509,-5.491880666337432,0
12472,PUNO,CHUCUITO,ZEPITA,Templo De San Sebastián,MANIFESTACIONES CULTURALES,ARQUITECTURA Y ESPACIOS URBANOS,Templo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12472,-69.10433698,-16.49557996,1
12782,ANCASH,ASUNCION,CHACAS,La Mozo Danza,FOLCLORE,MUSICAS Y DANZAS,Música y Danzas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12782,,,0
3016,HUANUCO,LAURICOCHA,BANOS,Baños Termales Del Inca,SITIOS NATURALES,AGUA TERMOMINERAL,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=3016,-76.718953,-10.046352,1
12625,PUNO,MELGAR,AYAVIRI,Laccaya Tinajani Tierra Del Airampo,SITIOS NATURALES,ZONAS PAISAJISTICAS,Lugares pintorescos de flora y fauna,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12625,-70.58312565696922,-14.989911903063913,1
12668,AYACUCHO,LUCANAS,CABANA,Catarata De Limayhuacho,SITIOS NATURALES,CAIDAS DE AGUA,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12668,-73.936179,-14.300082,1
13711,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,Museo Ritos Andinos,MANIFESTACIONES CULTURALES,MUSEOS Y OTROS,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13711,-71.677405,-13.674382,1
12501,AYACUCHO,LUCANAS,CARMEN SALCEDO,Laguna De Qoricancha  U Occeccocha ,SITIOS NATURALES,CUERPO DE AGUA,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12501,-73.952959,-14.416855,1
3031,UCAYALI,CORONEL PORTILLO,CALLERIA,Malecón Del Reloj Público - Pucallpa,MANIFESTACIONES CULTURALES,ARQUITECTURA Y ESPACIOS URBANOS,Paseos peatonales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=3031,-74.52875758895493,-8.386948000000018,2
3033,PUNO,CHUCUITO,JULI,Capilla De San Pedro De Challapampa.,MANIFESTACIONES CULTURALES,ARQUITECTURA Y ESPACIOS URBANOS,Capilla,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=3033,-69.33726933770754,-16.268816235508044,1
3034,PUNO,HUANCANE,TARACO,Putucos,MANIFESTACIONES CULTURALES,ARQUITECTURA Y ESPACIOS URBANOS,Casa de Valor Arquitectónico,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=3034,-69.94810581207275,-15.292671417046508,1
